root1	root2	image1	root1	root2	image2	positive
MeGlass_mtcnnpyp_160_32	meglass_120	21444820@N02_identity_3@3999551001_0	MeGlass_mtcnnpyp_160_32	meglass_120	21445050@N04_identity_0@4703033171_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21444820@N02_identity_3@7594221442_0	MeGlass_mtcnnpyp_160_32	meglass_120	21445050@N04_identity_0@4596593350_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21445050@N04_identity_0@4360845231_1	MeGlass_mtcnnpyp_160_32	meglass_120	21512187@N03_identity_0@3158418979_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21445050@N04_identity_0@4361595526_1	MeGlass_mtcnnpyp_160_32	meglass_120	21512187@N03_identity_0@3158416761_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21512187@N03_identity_0@7805985846_0	MeGlass_mtcnnpyp_160_32	meglass_120	21601583@N04_identity_0@2090891809_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21512187@N03_identity_0@7806245484_0	MeGlass_mtcnnpyp_160_32	meglass_120	21601583@N04_identity_0@2090891365_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21601583@N04_identity_0@2091786180_0	MeGlass_mtcnnpyp_160_32	meglass_120	21684843@N05_identity_13@4211823875_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21601583@N04_identity_0@2091787426_1	MeGlass_mtcnnpyp_160_32	meglass_120	21684843@N05_identity_13@4211823769_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21684843@N05_identity_13@4451570707_0	MeGlass_mtcnnpyp_160_32	meglass_120	21818376@N00_identity_0@3367552757_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21684843@N05_identity_13@4572644241_0	MeGlass_mtcnnpyp_160_32	meglass_120	21818376@N00_identity_0@2683457986_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21818376@N00_identity_0@5212656867_0	MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_10@2219047875_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21818376@N00_identity_0@5213584223_0	MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_10@2110572489_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_10@2221906549_0	MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_82@4252444294_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_10@2625034685_2	MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_82@4251673795_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_82@2378589894_0	MeGlass_mtcnnpyp_160_32	meglass_120	21975603@N00_identity_3@2994264994_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21857625@N06_identity_82@2625028031_1	MeGlass_mtcnnpyp_160_32	meglass_120	21975603@N00_identity_3@2170987320_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	21975603@N00_identity_3@3695232731_0	MeGlass_mtcnnpyp_160_32	meglass_120	21977312@N00_identity_2@4393795601_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21975603@N00_identity_3@3695237099_0	MeGlass_mtcnnpyp_160_32	meglass_120	21977312@N00_identity_2@4393788521_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	21977312@N00_identity_2@4407649873_0	MeGlass_mtcnnpyp_160_32	meglass_120	22031907@N07_identity_6@10444040596_13	0
MeGlass_mtcnnpyp_160_32	meglass_120	21977312@N00_identity_2@4407653769_0	MeGlass_mtcnnpyp_160_32	meglass_120	22031907@N07_identity_6@10444038916_11	0
MeGlass_mtcnnpyp_160_32	meglass_120	22031907@N07_identity_6@8757856427_0	MeGlass_mtcnnpyp_160_32	meglass_120	22113139@N00_identity_1@2129977799_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22031907@N07_identity_6@9210295183_1	MeGlass_mtcnnpyp_160_32	meglass_120	22113139@N00_identity_1@194507933_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22113139@N00_identity_1@888017437_0	MeGlass_mtcnnpyp_160_32	meglass_120	22113271@N08_identity_8@8406616539_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22113139@N00_identity_1@888021365_0	MeGlass_mtcnnpyp_160_32	meglass_120	22113271@N08_identity_8@8406611977_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22113271@N08_identity_8@11971308565_5	MeGlass_mtcnnpyp_160_32	meglass_120	22124267@N05_identity_1@7576773876_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22113271@N08_identity_8@11971975424_2	MeGlass_mtcnnpyp_160_32	meglass_120	22124267@N05_identity_1@7576771038_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22124267@N05_identity_1@7575121098_0	MeGlass_mtcnnpyp_160_32	meglass_120	22137498@N00_identity_6@2923570486_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22124267@N05_identity_1@7575639694_0	MeGlass_mtcnnpyp_160_32	meglass_120	22137498@N00_identity_6@2479133486_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22137498@N00_identity_6@2328618365_3	MeGlass_mtcnnpyp_160_32	meglass_120	22169355@N00_identity_0@4019399328_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22137498@N00_identity_6@2864947001_0	MeGlass_mtcnnpyp_160_32	meglass_120	22169355@N00_identity_0@3868312152_5	0
MeGlass_mtcnnpyp_160_32	meglass_120	22169355@N00_identity_0@3786537132_0	MeGlass_mtcnnpyp_160_32	meglass_120	22192707@N06_identity_4@7359954576_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22169355@N00_identity_0@5023093179_0	MeGlass_mtcnnpyp_160_32	meglass_120	22192707@N06_identity_4@7174831347_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	22192707@N06_identity_4@10145414204_1	MeGlass_mtcnnpyp_160_32	meglass_120	22222673@N08_identity_29@5027946185_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22192707@N06_identity_4@10145467823_0	MeGlass_mtcnnpyp_160_32	meglass_120	22222673@N08_identity_29@5027908427_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22222673@N08_identity_29@4087678295_1	MeGlass_mtcnnpyp_160_32	meglass_120	22301442@N00_identity_0@2217472510_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22222673@N08_identity_29@4087682745_1	MeGlass_mtcnnpyp_160_32	meglass_120	22301442@N00_identity_0@13152052365_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22301442@N00_identity_0@2676403693_1	MeGlass_mtcnnpyp_160_32	meglass_120	22305633@N05_identity_0@8624195065_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	22301442@N00_identity_0@2733493953_0	MeGlass_mtcnnpyp_160_32	meglass_120	22305633@N05_identity_0@8624193419_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22305633@N05_identity_0@8459983843_3	MeGlass_mtcnnpyp_160_32	meglass_120	22309852@N00_identity_0@1413427310_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22305633@N05_identity_0@8459991777_2	MeGlass_mtcnnpyp_160_32	meglass_120	22309852@N00_identity_0@11446684786_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22309852@N00_identity_0@11441102056_0	MeGlass_mtcnnpyp_160_32	meglass_120	22324943@N00_identity_6@5497846983_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22309852@N00_identity_0@1806352514_0	MeGlass_mtcnnpyp_160_32	meglass_120	22324943@N00_identity_6@11752408604_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22324943@N00_identity_6@1361064819_0	MeGlass_mtcnnpyp_160_32	meglass_120	22404371@N02_identity_0@2643109382_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22324943@N00_identity_6@1462713127_0	MeGlass_mtcnnpyp_160_32	meglass_120	22404371@N02_identity_0@2634746144_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	22404371@N02_identity_0@7786634950_11	MeGlass_mtcnnpyp_160_32	meglass_120	22405790@N06_identity_1@2162579578_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22404371@N02_identity_0@7786669306_1	MeGlass_mtcnnpyp_160_32	meglass_120	22405790@N06_identity_1@2161780649_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	22405790@N06_identity_1@13916587583_0	MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_1@3143040669_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22405790@N06_identity_1@2944137421_0	MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_1@3143040129_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_1@3713607216_0	MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_3@3712816053_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_1@3863063863_0	MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_3@3707083393_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_3@3712815071_0	MeGlass_mtcnnpyp_160_32	meglass_120	22562039@N08_identity_1@2309902988_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22415346@N06_identity_3@3713059613_0	MeGlass_mtcnnpyp_160_32	meglass_120	22562039@N08_identity_1@2309129085_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22562039@N08_identity_1@3940805680_0	MeGlass_mtcnnpyp_160_32	meglass_120	22582418@N05_identity_0@2255628250_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22562039@N08_identity_1@3944053355_1	MeGlass_mtcnnpyp_160_32	meglass_120	22582418@N05_identity_0@2255615050_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22582418@N05_identity_0@2255637792_0	MeGlass_mtcnnpyp_160_32	meglass_120	22606910@N00_identity_1@2727022307_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22582418@N05_identity_0@3500820498_0	MeGlass_mtcnnpyp_160_32	meglass_120	22606910@N00_identity_1@2727007435_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22606910@N00_identity_1@6933933458_0	MeGlass_mtcnnpyp_160_32	meglass_120	22623009@N08_identity_3@2605246111_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22606910@N00_identity_1@7080008405_0	MeGlass_mtcnnpyp_160_32	meglass_120	22623009@N08_identity_3@2175603277_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22623009@N08_identity_3@5880455273_0	MeGlass_mtcnnpyp_160_32	meglass_120	22629145@N00_identity_6@3666439618_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22623009@N08_identity_3@5881016658_0	MeGlass_mtcnnpyp_160_32	meglass_120	22629145@N00_identity_6@3653672345_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22629145@N00_identity_6@2706851289_0	MeGlass_mtcnnpyp_160_32	meglass_120	22637304@N00_identity_3@5016178839_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22629145@N00_identity_6@2808792601_0	MeGlass_mtcnnpyp_160_32	meglass_120	22637304@N00_identity_3@5016168111_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22637304@N00_identity_3@4358306671_0	MeGlass_mtcnnpyp_160_32	meglass_120	22707145@N02_identity_0@3352283719_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22637304@N00_identity_3@4358334259_0	MeGlass_mtcnnpyp_160_32	meglass_120	22707145@N02_identity_0@3352275643_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22707145@N02_identity_0@2809959199_0	MeGlass_mtcnnpyp_160_32	meglass_120	22770426@N03_identity_1@3614282019_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22707145@N02_identity_0@2810052937_0	MeGlass_mtcnnpyp_160_32	meglass_120	22770426@N03_identity_1@3077279078_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22770426@N03_identity_1@3076441913_5	MeGlass_mtcnnpyp_160_32	meglass_120	22835499@N00_identity_12@284977926_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22770426@N03_identity_1@3076445217_0	MeGlass_mtcnnpyp_160_32	meglass_120	22835499@N00_identity_12@268885106_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22835499@N00_identity_12@268885013_1	MeGlass_mtcnnpyp_160_32	meglass_120	22841923@N02_identity_7@3619324590_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22835499@N00_identity_12@4576452832_2	MeGlass_mtcnnpyp_160_32	meglass_120	22841923@N02_identity_7@3527465029_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22841923@N02_identity_7@2451731196_0	MeGlass_mtcnnpyp_160_32	meglass_120	22912998@N00_identity_1@145783132_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	22841923@N02_identity_7@3030681006_0	MeGlass_mtcnnpyp_160_32	meglass_120	22912998@N00_identity_1@11678651283_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22912998@N00_identity_1@2132803787_0	MeGlass_mtcnnpyp_160_32	meglass_120	22928590@N00_identity_1@4699397735_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22912998@N00_identity_1@223847093_3	MeGlass_mtcnnpyp_160_32	meglass_120	22928590@N00_identity_1@4679025996_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22928590@N00_identity_1@319691543_1	MeGlass_mtcnnpyp_160_32	meglass_120	22941602@N00_identity_13@2489519242_4	0
MeGlass_mtcnnpyp_160_32	meglass_120	22928590@N00_identity_1@4859893608_1	MeGlass_mtcnnpyp_160_32	meglass_120	22941602@N00_identity_13@2489516794_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	22941602@N00_identity_13@2510286333_0	MeGlass_mtcnnpyp_160_32	meglass_120	22962125@N00_identity_0@1150742490_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22941602@N00_identity_13@2511072680_0	MeGlass_mtcnnpyp_160_32	meglass_120	22962125@N00_identity_0@1149541144_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22962125@N00_identity_0@3304559318_1	MeGlass_mtcnnpyp_160_32	meglass_120	22969849@N00_identity_40@269147686_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22962125@N00_identity_0@3509950229_0	MeGlass_mtcnnpyp_160_32	meglass_120	22969849@N00_identity_40@269144497_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22969849@N00_identity_40@269144755_1	MeGlass_mtcnnpyp_160_32	meglass_120	23041412@N08_identity_16@4926691180_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	22969849@N00_identity_40@269144911_3	MeGlass_mtcnnpyp_160_32	meglass_120	23041412@N08_identity_16@4926660526_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	23041412@N08_identity_16@3167441637_2	MeGlass_mtcnnpyp_160_32	meglass_120	23042527@N00_identity_4@103269566_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23041412@N08_identity_16@3167447171_17	MeGlass_mtcnnpyp_160_32	meglass_120	23042527@N00_identity_4@103263200_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23042527@N00_identity_4@4517352025_0	MeGlass_mtcnnpyp_160_32	meglass_120	23122254@N07_identity_34@9012693976_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23042527@N00_identity_4@4517986778_0	MeGlass_mtcnnpyp_160_32	meglass_120	23122254@N07_identity_34@9011553611_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23122254@N07_identity_34@9011506145_0	MeGlass_mtcnnpyp_160_32	meglass_120	23150022@N06_identity_0@10114861253_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23122254@N07_identity_34@9012687674_0	MeGlass_mtcnnpyp_160_32	meglass_120	23150022@N06_identity_0@10114755834_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23150022@N06_identity_0@12381097365_0	MeGlass_mtcnnpyp_160_32	meglass_120	23215104@N00_identity_15@250998638_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23150022@N06_identity_0@12381259963_0	MeGlass_mtcnnpyp_160_32	meglass_120	23215104@N00_identity_15@236559019_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	23215104@N00_identity_15@13165053_0	MeGlass_mtcnnpyp_160_32	meglass_120	23235435@N00_identity_0@2139255811_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23215104@N00_identity_15@427532515_1	MeGlass_mtcnnpyp_160_32	meglass_120	23235435@N00_identity_0@2139033011_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23235435@N00_identity_0@2674432775_0	MeGlass_mtcnnpyp_160_32	meglass_120	23240330@N03_identity_1@3298681904_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	23235435@N00_identity_0@2675169760_0	MeGlass_mtcnnpyp_160_32	meglass_120	23240330@N03_identity_1@12431799085_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	23240330@N03_identity_1@12431709884_1	MeGlass_mtcnnpyp_160_32	meglass_120	23256227@N00_identity_5@169633817_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23240330@N03_identity_1@12431900025_0	MeGlass_mtcnnpyp_160_32	meglass_120	23256227@N00_identity_5@126643688_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23256227@N00_identity_5@167097551_3	MeGlass_mtcnnpyp_160_32	meglass_120	23334460@N00_identity_1@246492340_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23256227@N00_identity_5@167097813_4	MeGlass_mtcnnpyp_160_32	meglass_120	23334460@N00_identity_1@1673268937_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23334460@N00_identity_1@115275209_0	MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_25@6931513589_13	0
MeGlass_mtcnnpyp_160_32	meglass_120	23334460@N00_identity_1@2603435075_0	MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_25@13012266735_7	0
MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_25@6786614986_1	MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_30@3853257541_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_25@8520765099_0	MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_30@3853246445_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_30@3609217816_0	MeGlass_mtcnnpyp_160_32	meglass_120	23413356@N00_identity_0@8443501433_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23392528@N02_identity_30@3853243745_0	MeGlass_mtcnnpyp_160_32	meglass_120	23413356@N00_identity_0@8443500551_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23413356@N00_identity_0@8481279267_6	MeGlass_mtcnnpyp_160_32	meglass_120	23478981@N05_identity_19@5759896924_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23413356@N00_identity_0@8481283981_4	MeGlass_mtcnnpyp_160_32	meglass_120	23478981@N05_identity_19@5759415657_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	23478981@N05_identity_19@6190883383_3	MeGlass_mtcnnpyp_160_32	meglass_120	23504336@N08_identity_3@2239600192_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23478981@N05_identity_19@6190888741_5	MeGlass_mtcnnpyp_160_32	meglass_120	23504336@N08_identity_3@2239594256_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	23504336@N08_identity_3@2281231199_0	MeGlass_mtcnnpyp_160_32	meglass_120	23668994@N07_identity_0@11770709374_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23504336@N08_identity_3@2282019912_1	MeGlass_mtcnnpyp_160_32	meglass_120	23668994@N07_identity_0@11770591013_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23668994@N07_identity_0@4141587647_0	MeGlass_mtcnnpyp_160_32	meglass_120	23672919@N08_identity_2@2252812785_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23668994@N07_identity_0@4142506856_0	MeGlass_mtcnnpyp_160_32	meglass_120	23672919@N08_identity_2@2252180280_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23672919@N08_identity_2@2251386315_0	MeGlass_mtcnnpyp_160_32	meglass_120	23675378@N00_identity_20@7469512934_8	0
MeGlass_mtcnnpyp_160_32	meglass_120	23672919@N08_identity_2@2252181988_1	MeGlass_mtcnnpyp_160_32	meglass_120	23675378@N00_identity_20@7469497344_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	23675378@N00_identity_20@7469484536_0	MeGlass_mtcnnpyp_160_32	meglass_120	23687606@N00_identity_28@8689921795_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23675378@N00_identity_20@7469613160_3	MeGlass_mtcnnpyp_160_32	meglass_120	23687606@N00_identity_28@4205905974_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23687606@N00_identity_28@4220992427_2	MeGlass_mtcnnpyp_160_32	meglass_120	23711185@N00_identity_15@4828908242_6	0
MeGlass_mtcnnpyp_160_32	meglass_120	23687606@N00_identity_28@6542945937_1	MeGlass_mtcnnpyp_160_32	meglass_120	23711185@N00_identity_15@4764760310_6	0
MeGlass_mtcnnpyp_160_32	meglass_120	23711185@N00_identity_15@4533155260_4	MeGlass_mtcnnpyp_160_32	meglass_120	23737563@N00_identity_2@92102925_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23711185@N00_identity_15@4571904719_0	MeGlass_mtcnnpyp_160_32	meglass_120	23737563@N00_identity_2@92102688_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23737563@N00_identity_2@1009961561_0	MeGlass_mtcnnpyp_160_32	meglass_120	23748404@N00_identity_3@1807701638_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23737563@N00_identity_2@1009985073_0	MeGlass_mtcnnpyp_160_32	meglass_120	23748404@N00_identity_3@1806853309_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23748404@N00_identity_3@2275997638_0	MeGlass_mtcnnpyp_160_32	meglass_120	23765131@N07_identity_1@12592330563_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23748404@N00_identity_3@2291996769_0	MeGlass_mtcnnpyp_160_32	meglass_120	23765131@N07_identity_1@12592260075_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23765131@N07_identity_1@5027339227_0	MeGlass_mtcnnpyp_160_32	meglass_120	23792686@N08_identity_20@3034113287_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23765131@N07_identity_1@5027955530_0	MeGlass_mtcnnpyp_160_32	meglass_120	23792686@N08_identity_20@3021282541_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23792686@N08_identity_20@3034840198_0	MeGlass_mtcnnpyp_160_32	meglass_120	23889898@N00_identity_4@2273252766_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	23792686@N08_identity_20@3044942301_0	MeGlass_mtcnnpyp_160_32	meglass_120	23889898@N00_identity_4@1474636452_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23889898@N00_identity_4@10560561606_2	MeGlass_mtcnnpyp_160_32	meglass_120	23909599@N02_identity_3@3531705705_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23889898@N00_identity_4@10560793343_2	MeGlass_mtcnnpyp_160_32	meglass_120	23909599@N02_identity_3@3531704195_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23909599@N02_identity_3@13675902425_1	MeGlass_mtcnnpyp_160_32	meglass_120	23924561@N00_identity_9@1350775393_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23909599@N02_identity_3@7258337488_0	MeGlass_mtcnnpyp_160_32	meglass_120	23924561@N00_identity_9@1350742519_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23924561@N00_identity_9@227296474_0	MeGlass_mtcnnpyp_160_32	meglass_120	23935695@N00_identity_0@13251700315_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23924561@N00_identity_9@227376178_0	MeGlass_mtcnnpyp_160_32	meglass_120	23935695@N00_identity_0@13251689425_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23935695@N00_identity_0@13251371173_0	MeGlass_mtcnnpyp_160_32	meglass_120	23974920@N04_identity_5@2278612911_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23935695@N00_identity_0@13477468495_0	MeGlass_mtcnnpyp_160_32	meglass_120	23974920@N04_identity_5@2278531659_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23974920@N04_identity_5@2287011493_0	MeGlass_mtcnnpyp_160_32	meglass_120	23987663@N00_identity_3@4258671902_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23974920@N04_identity_5@2287846048_0	MeGlass_mtcnnpyp_160_32	meglass_120	23987663@N00_identity_3@4258655018_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23987663@N00_identity_3@13257110833_0	MeGlass_mtcnnpyp_160_32	meglass_120	23997180@N07_identity_0@6842678357_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23987663@N00_identity_3@213991760_0	MeGlass_mtcnnpyp_160_32	meglass_120	23997180@N07_identity_0@6841644605_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	23997180@N07_identity_0@4998013092_0	MeGlass_mtcnnpyp_160_32	meglass_120	24133132@N04_identity_1@2294968225_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	23997180@N07_identity_0@8666511666_0	MeGlass_mtcnnpyp_160_32	meglass_120	24133132@N04_identity_1@2294936433_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24133132@N04_identity_1@2374332640_0	MeGlass_mtcnnpyp_160_32	meglass_120	24203582@N04_identity_1@6708532439_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	24133132@N04_identity_1@2374333636_0	MeGlass_mtcnnpyp_160_32	meglass_120	24203582@N04_identity_1@6708532189_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24203582@N04_identity_1@6709375953_5	MeGlass_mtcnnpyp_160_32	meglass_120	24232779@N00_identity_45@4677400254_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24203582@N04_identity_1@6709384717_2	MeGlass_mtcnnpyp_160_32	meglass_120	24232779@N00_identity_45@4676809605_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24232779@N00_identity_45@5085811319_0	MeGlass_mtcnnpyp_160_32	meglass_120	24315316@N06_identity_3@7761516180_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	24232779@N00_identity_45@5085819141_0	MeGlass_mtcnnpyp_160_32	meglass_120	24315316@N06_identity_3@7761515828_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	24315316@N06_identity_3@4259074340_0	MeGlass_mtcnnpyp_160_32	meglass_120	24324929@N07_identity_101@5531920942_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	24315316@N06_identity_3@5828591552_2	MeGlass_mtcnnpyp_160_32	meglass_120	24324929@N07_identity_101@5531337977_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	24324929@N07_identity_101@6371221049_0	MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_34@2774852940_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24324929@N07_identity_101@6371226151_0	MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_34@2774028289_4	0
MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_34@2741649064_1	MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_4@168729180_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_34@2897392760_0	MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_4@168727710_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	24328811@N00_identity_4@250293584_0	MeGlass_mtcnnpyp_160_32	meglass_120	24344145@N07_identity_3@5338792349_0	0
